C201,15,11,2,2,Optimal,211.75 ,211.75 ,0.00 ,0.11 ,2,0
C202,15,11,2,2,Optimal,203.06 ,203.07 ,0.00 ,23.47 ,15189,0
C203,15,11,2,2,Optimal,203.06 ,203.07 ,0.00 ,46.89 ,26390,0
C204,15,11,2,2,Optimal,188.67 ,188.68 ,0.00 ,56.48 ,32057,0
C205,15,11,2,2,Optimal,208.79 ,208.79 ,0.00 ,0.89 ,838,0
C206,15,11,2,2,Optimal,208.78 ,208.79 ,0.00 ,2.16 ,2439,0
C207,15,11,2,2,Optimal,204.85 ,204.85 ,0.00 ,6.27 ,5209,0
C208,15,11,2,2,Optimal,203.06 ,203.07 ,0.00 ,6.92 ,5175,0
R201,15,11,2,2,Optimal,341.01 ,341.03 ,0.00 ,10.14 ,6499,12
R202,15,11,2,2,Optimal,297.52 ,297.52 ,0.00 ,7.32 ,2890,7
R203,15,11,2,2,Optimal,297.52 ,297.52 ,0.00 ,9.73 ,3506,12
R204,15,11,2,2,Optimal,266.58 ,266.59 ,0.00 ,12.28 ,4192,4
R205,15,11,2,2,Optimal,278.07 ,278.08 ,0.00 ,0.36 ,256,11
R206,15,11,2,2,Optimal,248.91 ,248.91 ,0.00 ,0.37 ,44,1
R207,15,11,2,2,Optimal,248.91 ,248.91 ,0.00 ,0.79 ,204,2
R208,15,11,2,2,Optimal,238.23 ,238.23 ,0.00 ,0.70 ,76,2
R209,15,11,2,2,Optimal,263.48 ,263.48 ,0.00 ,0.30 ,1,0
R210,15,11,2,2,Optimal,292.15 ,292.15 ,0.00 ,9.65 ,2786,8
R211,15,11,2,2,Optimal,256.65 ,256.66 ,0.00 ,34.77 ,22709,127
RC201,15,11,2,2,Optimal,288.83 ,288.84 ,0.00 ,16.58 ,17037,53
RC202,15,11,2,2,Optimal,235.36 ,235.37 ,0.00 ,1289.79 ,554288,21
RC203,15,11,2,2,Optimal,198.63 ,198.64 ,0.00 ,378.73 ,140916,1
RC204,15,11,2,2,Optimal,192.17 ,192.18 ,0.00 ,3771.83 ,1574961,0
RC205,15,11,2,2,Optimal,200.76 ,200.76 ,0.00 ,2.01 ,918,1
RC206,15,11,2,2,Optimal,204.22 ,204.22 ,0.00 ,1.14 ,255,11
RC207,15,11,2,2,Optimal,189.06 ,189.06 ,0.00 ,140.00 ,49457,0
RC208,15,11,2,2,Optimal,158.52 ,158.53 ,0.00 ,23.41 ,12988,97
