C201,25,11,3,3,Optimal,351.84 ,351.86 ,0.00 ,15.50 ,6965,0
C202,25,11,3,3,Feasible,265.36 ,300.20 ,11.61 ,7200.02 ,1420711,0
C203,25,11,3,3,Feasible,231.24 ,300.20 ,22.97 ,7200.03 ,1057729,0
C204,25,11,3,3,Feasible,212.91 ,309.93 ,31.30 ,7200.04 ,1286987,0
C205,25,11,3,3,Optimal,331.17 ,331.19 ,0.00 ,5295.01 ,858353,7
C206,25,11,3,3,Feasible,291.59 ,323.16 ,9.77 ,7200.05 ,1442751,4
C207,25,11,3,3,Feasible,281.85 ,341.05 ,17.36 ,7200.06 ,1382080,6
C208,25,11,3,3,Feasible,249.79 ,300.07 ,16.76 ,7200.08 ,1144263,0
R201,25,11,3,3,Optimal,540.93 ,540.96 ,0.00 ,947.64 ,145492,1201
R202,25,11,3,3,Feasible,428.60 ,501.61 ,14.56 ,7200.23 ,1261289,813
R203,25,11,3,3,Feasible,383.80 ,443.54 ,13.47 ,7200.03 ,911465,42
R204,25,11,3,3,Optimal,371.16 ,371.18 ,0.00 ,3005.70 ,363256,0
R205,25,11,3,3,Optimal,437.15 ,437.17 ,0.00 ,4258.20 ,1039398,136
R206,25,11,3,3,Feasible,379.62 ,409.48 ,7.29 ,7200.06 ,1003725,62
R207,25,11,3,3,Feasible,361.22 ,406.02 ,11.03 ,7200.04 ,970630,53
R208,25,11,3,3,Feasible,342.59 ,373.24 ,8.21 ,7200.05 ,1049221,695
R209,25,11,3,3,Optimal,385.02 ,385.04 ,0.00 ,593.02 ,76509,138
R210,25,11,3,3,Feasible,409.77 ,446.88 ,8.31 ,7200.06 ,968469,115
R211,25,11,3,3,Feasible,338.85 ,353.03 ,4.02 ,7200.06 ,668965,201
RC201,25,11,3,3,Feasible,484.25 ,541.45 ,10.56 ,7200.04 ,1493290,251
RC202,25,11,3,3,Feasible,377.00 ,432.43 ,12.82 ,7200.06 ,817446,6
RC203,25,11,3,3,Feasible,261.72 ,420.03 ,37.69 ,7200.07 ,921057,193
RC204,25,11,3,3,Feasible,256.20 ,390.78 ,34.44 ,7200.06 ,851474,59
RC205,25,11,3,3,Feasible,402.07 ,436.41 ,7.87 ,7200.05 ,795880,383
RC206,25,11,3,3,Feasible,344.10 ,462.90 ,25.66 ,7200.07 ,1163549,318
RC207,25,11,3,3,Feasible,260.76 ,307.26 ,15.13 ,7200.09 ,791459,127
RC208,25,11,3,3,Feasible,231.89 ,293.90 ,21.10 ,7200.09 ,1124031,607
