C201,25,11,3,3,Optimal,351.85 ,351.86 ,0.00 ,15.96 ,9162,1
C202,25,11,3,3,Feasible,265.69 ,300.20 ,11.50 ,7200.02 ,1478011,0
C203,25,11,3,3,Feasible,231.40 ,300.20 ,22.92 ,7200.03 ,1093817,0
C204,25,11,3,3,Feasible,212.95 ,309.93 ,31.29 ,7200.06 ,1300987,0
C205,25,11,3,3,Optimal,331.17 ,331.19 ,0.00 ,3605.13 ,858353,7
C206,25,11,3,3,Feasible,291.97 ,323.16 ,9.65 ,7200.04 ,1681854,3
C207,25,11,3,3,Feasible,282.21 ,337.13 ,16.29 ,7200.10 ,1415232,4
C208,25,11,3,3,Feasible,250.11 ,300.07 ,16.65 ,7200.09 ,1196663,0
R201,25,11,3,3,Optimal,540.93 ,540.96 ,0.00 ,819.71 ,146572,760
R202,25,11,3,3,Feasible,425.93 ,494.25 ,13.82 ,7200.14 ,859389,746
R203,25,11,3,3,Feasible,381.22 ,443.54 ,14.05 ,7200.09 ,704470,38
R204,25,11,3,3,Optimal,371.16 ,371.18 ,0.00 ,4221.52 ,363256,0
R205,25,11,3,3,Optimal,437.15 ,437.17 ,0.00 ,4557.76 ,746788,331
R206,25,11,3,3,Feasible,377.24 ,410.28 ,8.05 ,7200.11 ,746061,26
R207,25,11,3,3,Feasible,359.71 ,406.02 ,11.41 ,7200.09 ,763730,41
R208,25,11,3,3,Feasible,341.45 ,373.24 ,8.52 ,7200.13 ,895421,595
R209,25,11,3,3,Optimal,385.02 ,385.04 ,0.00 ,563.00 ,69238,139
R210,25,11,3,3,Feasible,408.95 ,437.10 ,6.44 ,7200.08 ,878259,106
R211,25,11,3,3,Feasible,336.78 ,353.03 ,4.60 ,7200.05 ,566791,195
RC201,25,11,3,3,Feasible,481.85 ,541.45 ,11.01 ,7200.08 ,1352122,250
RC202,25,11,3,3,Feasible,375.45 ,432.43 ,13.18 ,7200.05 ,728180,6
RC203,25,11,3,3,Feasible,261.13 ,420.03 ,37.83 ,7200.07 ,747653,193
RC204,25,11,3,3,Feasible,256.96 ,390.37 ,34.18 ,7200.04 ,1125382,57
RC205,25,11,3,3,Feasible,404.33 ,436.41 ,7.35 ,7200.04 ,984504,402
RC206,25,11,3,3,Feasible,344.98 ,443.85 ,22.28 ,7200.07 ,1367749,386
RC207,25,11,3,3,Feasible,270.58 ,307.26 ,11.94 ,7200.08 ,837857,436
RC208,25,11,3,3,Feasible,231.81 ,293.90 ,21.12 ,7200.12 ,1057231,574
